id,ml_id,ml_title,ml_year,title,year
3329,3329,The Year My Voice Broke,1987,The Year My Voice Broke,1987
60684,60684,Watchmen,2009,Watchmen,2009
3342,3342,Birdy,1984,Birdy,1984
3343,3343,And God Created Woman,1988,And God Created Woman,1988
52495,52495,Straight Time,1978,Straight Time,1978
3347,3347,Never Cry Wolf,1983,Never Cry Wolf,1983
109853,109853,Barefoot,2014,Barefoot,2014
3359,3359,Breaking Away,1979,Breaking Away,1979
3361,3361,Bull Durham,1988,Bull Durham,1988
3362,3362,Dog Day Afternoon,1975,Dog Day Afternoon,1975
3363,3363,American Graffiti,1973,American Graffiti,1973
3371,3371,Bound for Glory,1976,Bound for Glory,1976
93498,93498,Game Change,2012,Game Change,2012
3386,3386,JFK,1991,JFK,1991
60735,60735,Shotgun Stories,2007,Shotgun Stories,2007
93510,93510,21 Jump Street,2012,21 Jump Street,2012
3400,3400,We're Back! A Dinosaur's Story,1993,We're Back! A Dinosaur's Story,1993
3402,3402,Turtle Diary,1985,Turtle Diary,1985
3408,3408,Erin Brockovich,2000,Erin Brockovich,2000
60756,60756,Step Brothers,2008,Step Brothers,2008
68954,68954,Up,2009,Up,2009
3421,3421,Animal House,1978,Animal House,1978
3424,3424,Do the Right Thing,1989,Do the Right Thing,1989
101739,101739,Evil Dead,2013,Evil Dead,2013
3436,3436,Dying Young,1991,Dying Young,1991
85367,85367,Just Go with It,2011,Just Go with It,2011
3448,3448,"Good Morning, Vietnam",1987,"Good Morning, Vietnam",1987
93563,93563,Lockout,2012,Lockout,2012
3451,3451,Guess Who's Coming to Dinner,1967,Guess Who's Coming to Dinner,1967
85372,85372,Potiche,2010,Potiche,2010
52606,52606,Big Nothing,2006,Big Nothing,2006
3459,3459,Gothic,1986,Gothic,1986
3471,3471,Close Encounters of the Third Kind,1977,Close Encounters of the Third Kind,1977
3476,3476,Jacob's Ladder,1990,Jacob's Ladder,1990
3479,3479,Ladyhawke,1985,Ladyhawke,1985
3481,3481,High Fidelity,2000,High Fidelity,2000
85401,85401,Super,2010,Super,2010
3489,3489,Hook,1991,Hook,1991
3493,3493,Torso,1973,Torso,1973
85414,85414,Source Code,2011,Source Code,2011
3498,3498,Midnight Express,1978,Midnight Express,1978
3499,3499,Misery,1990,Misery,1990
3504,3504,Network,1976,Network,1976
3512,3512,Return to Me,2000,Return to Me,2000
3514,3514,Joe Gould's Secret,2000,Joe Gould's Secret,2000
3521,3521,Mystery Train,1989,Mystery Train,1989
3526,3526,Parenthood,1989,Parenthood,1989
3527,3527,Predator,1987,Predator,1987
3530,3530,Smoking/No Smoking,1993,Smoking/No Smoking,1993
3534,3534,28 Days,2000,28 Days,2000
3535,3535,American Psycho,2000,American Psycho,2000
77264,77264,Ballet Shoes,2007,Ballet Shoes,2007
52694,52694,Mr. Bean's Holiday,2007,Mr. Bean's Holiday,2007
3543,3543,Diner,1982,Diner,1982
3545,3545,Cabaret,1972,Cabaret,1972
3547,3547,Prick Up Your Ears,1987,Prick Up Your Ears,1987
3550,3550,The Hunger,1983,The Hunger,1983
3552,3552,Caddyshack,1980,Caddyshack,1980
3555,3555,U-571,2000,U-571,2000
52722,52722,Spider-Man 3,2007,Spider-Man 3,2007
52730,52730,It's a Very Merry Muppet Christmas Movie,2002,It's a Very Merry Muppet Christmas Movie,2002
3591,3591,Mr. Mom,1983,Mr. Mom,1983
36363,36363,Kin-Dza-Dza!,1986,Kin-Dza-Dza!,1986
69134,69134,Antichrist,2009,Antichrist,2009
60943,60943,Frozen River,2008,Frozen River,2008
3605,3605,King Creole,1958,King Creole,1958
60950,60950,Vicky Cristina Barcelona,2008,Vicky Cristina Barcelona,2008
3608,3608,Pee-wee's Big Adventure,1985,Pee-wee's Big Adventure,1985
134680,134680,Taxi,2015,Taxi,2015
3613,3613,Things Change,1988,Things Change,1988
110110,110110,Starred Up,2013,Starred Up,2013
3617,3617,Road Trip,2000,Road Trip,2000
3618,3618,Small Time Crooks,2000,Small Time Crooks,2000
3633,3633,On Her Majesty's Secret Service,1969,On Her Majesty's Secret Service,1969
3634,3634,Seven Days in May,1964,Seven Days in May,1964
3638,3638,Moonraker,1979,Moonraker,1979
85565,85565,Chalet Girl,2011,Chalet Girl,2011
3671,3671,Blazing Saddles,1974,Blazing Saddles,1974
3675,3675,White Christmas,1954,White Christmas,1954
3676,3676,Eraserhead,1977,Eraserhead,1977
3686,3686,Flatliners,1990,Flatliners,1990
3692,3692,Class of Nuke 'Em High,1986,Class of Nuke 'Em High,1986
77421,77421,Cyrus,2010,Cyrus,2010
3697,3697,Predator 2,1990,Predator 2,1990
3699,3699,Starman,1984,Starman,1984
3702,3702,Mad Max,1979,Mad Max,1979
44665,44665,Lucky Number Slevin,2006,Lucky Number Slevin,2006
3712,3712,Soapdish,1991,Soapdish,1991
3714,3714,Clara's Heart,1988,Clara's Heart,1988
69251,69251,Special,2006,Special,2006
3721,3721,Trixie,2000,Trixie,2000
44694,44694,Volver,2006,Volver,2006
3735,3735,Serpico,1973,Serpico,1973
3741,3741,Badlands,1973,Badlands,1973
3745,3745,Titan A.E.,2000,Titan A.E.,2000
36519,36519,Transporter 2,2005,Transporter 2,2005
3751,3751,Chicken Run,2000,Chicken Run,2000
36527,36527,Proof,2005,Proof,2005
36529,36529,Lord of War,2005,Lord of War,2005
36531,36531,Venom,2005,Venom,2005
3763,3763,F/X,1986,F/X,1986
36537,36537,Thumbsucker,2005,Thumbsucker,2005
3770,3770,Dreamscape,1984,Dreamscape,1984
3780,3780,Rocketship X-M,1950,Rocketship X-M,1950
3781,3781,Shaft in Africa,1973,Shaft in Africa,1973
3786,3786,But I'm a Cheerleader,1999,But I'm a Cheerleader,1999
61132,61132,Tropic Thunder,2008,Tropic Thunder,2008
3793,3793,X-Men,2000,X-Men,2000
3798,3798,What Lies Beneath,2000,What Lies Beneath,2000
3800,3800,Criminal Lovers,1999,Criminal Lovers,1999
3801,3801,Anatomy of a Murder,1959,Anatomy of a Murder,1959
44761,44761,Brick,2005,Brick,2005
3805,3805,Knightriders,1981,Knightriders,1981
3809,3809,What About Bob?,1991,What About Bob?,1991
3811,3811,Breaker Morant,1980,Breaker Morant,1980
3813,3813,Interiors,1978,Interiors,1978
3814,3814,Love and Death,1975,Love and Death,1975
52967,52967,Away from Her,2006,Away from Her,2006
85736,85736,BURN-E,2008,BURN-E,2008
3819,3819,Tampopo,1985,Tampopo,1985
102125,102125,Iron Man 3,2013,Iron Man 3,2013
52973,52973,Knocked Up,2007,Knocked Up,2007
52975,52975,Hairspray,2007,Hairspray,2007
3826,3826,Hollow Man,2000,Hollow Man,2000
3827,3827,Space Cowboys,2000,Space Cowboys,2000
3830,3830,Psycho Beach Party,2000,Psycho Beach Party,2000
3831,3831,Saving Grace,2000,Saving Grace,2000
77561,77561,Iron Man 2,2010,Iron Man 2,2010
3834,3834,Bronco Billy,1980,Bronco Billy,1980
3836,3836,Kelly's Heroes,1970,Kelly's Heroes,1970
93954,93954,Silent House,2011,Silent House,2011
3843,3843,Sleepaway Camp,1983,Sleepaway Camp,1983
3844,3844,Steel Magnolias,1989,Steel Magnolias,1989
53000,53000,28 Weeks Later,2007,28 Weeks Later,2007
53002,53002,Georgia Rule,2007,Georgia Rule,2007
85774,85774,Senna,2010,Senna,2010
44828,44828,Slither,2006,Slither,2006
85788,85788,Insidious,2010,Insidious,2010
3871,3871,Shane,1953,Shane,1953
3873,3873,Cat Ballou,1965,Cat Ballou,1965
3876,3876,Jerry and Tom,1998,Jerry and Tom,1998
3882,3882,Bring It On,2000,Bring It On,2000
102194,102194,Mud,2012,Mud,2012
3893,3893,Nurse Betty,2000,Nurse Betty,2000
3897,3897,Almost Famous,2000,Almost Famous,2000
3901,3901,Duets,2000,Duets,2000
61246,61246,Hamlet 2,2008,Hamlet 2,2008
44864,44864,Friends with Money,2006,Friends with Money,2006
3910,3910,Dancer in the Dark,2000,Dancer in the Dark,2000
3911,3911,Best in Show,2000,Best in Show,2000
3916,3916,Remember the Titans,2000,Remember the Titans,2000
3917,3917,Hellraiser,1987,Hellraiser,1987
3925,3925,Stranger Than Paradise,1984,Stranger Than Paradise,1984
77665,77665,Marmaduke,2010,Marmaduke,2010
77667,77667,MacGruber,2010,MacGruber,2010
61289,61289,Sukiyaki Western Django,2008,Sukiyaki Western Django,2008
3948,3948,Meet the Parents,2000,Meet the Parents,2000
3949,3949,Requiem for a Dream,2000,Requiem for a Dream,2000
3951,3951,Two Family House,2000,Two Family House,2000
44911,44911,Magic,1978,Magic,1978
3969,3969,Pay It Forward,2000,Pay It Forward,2000
53123,53123,Once,2006,Once,2006
3975,3975,Lucky Numbers,2000,Lucky Numbers,2000
3976,3976,Stardom,2000,Stardom,2000
3977,3977,Charlie's Angels,2000,Charlie's Angels,2000
61323,61323,Burn After Reading,2008,Burn After Reading,2008
3980,3980,Men of Honor,2000,Men of Honor,2000
3981,3981,Red Planet,2000,Red Planet,2000
3982,3982,What's Cooking?,2000,What's Cooking?,2000
3991,3991,102 Dalmatians,2000,102 Dalmatians,2000
3994,3994,Unbreakable,2000,Unbreakable,2000
4003,4003,She's Having a Baby,1988,She's Having a Baby,1988
110503,110503,Metro Manila,2013,Metro Manila,2013
4008,4008,Born on the Fourth of July,1989,Born on the Fourth of July,1989
61352,61352,Traitor,2008,Traitor,2008
4009,4009,Talk Radio,1988,Talk Radio,1988
118700,118700,Selma,2014,Selma,2014
44974,44974,Hard Candy,2005,Hard Candy,2005
4015,4015,"Dude, Where's My Car?",2000,"Dude, Where's My Car?",2000
4017,4017,Pollock,2000,Pollock,2000
4019,4019,Finding Forrester,2000,Finding Forrester,2000
4021,4021,Before Night Falls,2000,Before Night Falls,2000
4022,4022,Cast Away,2000,Cast Away,2000
4025,4025,Miss Congeniality,2000,Miss Congeniality,2000
4027,4027,"O Brother, Where Art Thou?",2000,"O Brother, Where Art Thou?",2000
4029,4029,State and Main,2000,State and Main,2000
4033,4033,Thirteen Days,2000,Thirteen Days,2000
4034,4034,Traffic,2000,Traffic,2000
4036,4036,Shadow of the Vampire,2000,Shadow of the Vampire,2000
94150,94150,Hysteria,2011,Hysteria,2011
4040,4040,Don't Tell Mom the Babysitter's Dead,1991,Don't Tell Mom the Babysitter's Dead,1991
126921,126921,The Fox and the Hound 2,2006,The Fox and the Hound 2,2006
4043,4043,At Close Range,1986,At Close Range,1986
4045,4045,Breakheart Pass,1975,Breakheart Pass,1975
4047,4047,Gettysburg,1993,Gettysburg,1993
69604,69604,Whatever Works,2009,Whatever Works,2009
69606,69606,Ghosts of Girlfriends Past,2009,Ghosts of Girlfriends Past,2009
4083,4083,Best Seller,1987,Best Seller,1987
4084,4084,Beverly Hills Cop II,1987,Beverly Hills Cop II,1987
4085,4085,Beverly Hills Cop,1984,Beverly Hills Cop,1984
110586,110586,Calvary,2014,Calvary,2014
4091,4091,Can't Buy Me Love,1987,Can't Buy Me Love,1987
4092,4092,Cherry 2000,1987,Cherry 2000,1987
77820,77820,Furry Vengeance,2010,Furry Vengeance,2010
4095,4095,Cry Freedom,1987,Cry Freedom,1987
4103,4103,Empire of the Sun,1987,Empire of the Sun,1987
4104,4104,Ernest Goes to Camp,1987,Ernest Goes to Camp,1987
4108,4108,Five Corners,1987,Five Corners,1987
86028,86028,Henry's Crime,2010,Henry's Crime,2010
4115,4115,Hiding Out,1987,Hiding Out,1987
4117,4117,Hope and Glory,1987,Hope and Glory,1987
77846,77846,12 Angry Men,1997,12 Angry Men,1997
4121,4121,Innerspace,1987,Innerspace,1987
4122,4122,Ironweed,1987,Ironweed,1987
45081,45081,Silent Hill,2006,Silent Hill,2006
86059,86059,Hop,2011,Hop,2011
102445,102445,Star Trek Into Darkness,2013,Star Trek Into Darkness,2013
4152,4152,Vatel,2000,Vatel,2000
4167,4167,15 Minutes,2001,15 Minutes,2001
4175,4175,Gray's Anatomy,1996,Gray's Anatomy,1996
69712,69712,My Sister's Keeper,2009,My Sister's Keeper,2009
4197,4197,Real Life,1979,Real Life,1979
4198,4198,Battle Beyond the Stars,1980,Battle Beyond the Stars,1980
4199,4199,Death Warrant,1990,Death Warrant,1990
53352,53352,Sheitan,2006,Sheitan,2006
4211,4211,Reversal of Fortune,1990,Reversal of Fortune,1990
94323,94323,Think Like a Man,2012,Think Like a Man,2012
4212,4212,Death on the Nile,1978,Death on the Nile,1978
4223,4223,Enemy at the Gates,2001,Enemy at the Gates,2001
4224,4224,Exit Wounds,2001,Exit Wounds,2001
4226,4226,Memento,2000,Memento,2000
127114,127114,The End of the Tour,2015,The End of the Tour,2015
110730,110730,Transcendence,2014,Transcendence,2014
4239,4239,Blow,2001,Blow,2001
4246,4246,Bridget Jones's Diary,2001,Bridget Jones's Diary,2001
4247,4247,Joe Dirt,2001,Joe Dirt,2001
127128,127128,Mississippi Grind,2015,Mississippi Grind,2015
45210,45210,United 93,2006,United 93,2006
4255,4255,Freddy Got Fingered,2001,Freddy Got Fingered,2001
4265,4265,Driven,2001,Driven,2001
4276,4276,Lost in America,1985,Lost in America,1985
118970,118970,Redirected,2014,Redirected,2014
4285,4285,Frankie and Johnny,1991,Frankie and Johnny,1991
53447,53447,Paranoid Park,2007,Paranoid Park,2007
118985,118985,Big Eyes,2014,Big Eyes,2014
127178,127178,99 Homes,2014,99 Homes,2014
94410,94410,Hamlet,2009,Hamlet,2009
4301,4301,Calle 54,2000,Calle 54,2000
4305,4305,Angel Eyes,2001,Angel Eyes,2001
4306,4306,Shrek,2001,Shrek,2001
69844,69844,Harry Potter and the Half-Blood Prince,2009,Harry Potter and the Half-Blood Prince,2009
53460,53460,Surf's Up,2007,Surf's Up,2007
53468,53468,Fido,2006,Fido,2006
4318,4318,Postcards From the Edge,1990,Postcards From the Edge,1990
127202,127202,Me and Earl and the Dying Girl,2015,Me and Earl and the Dying Girl,2015
4326,4326,Mississippi Burning,1988,Mississippi Burning,1988
4329,4329,Rio Bravo,1959,Rio Bravo,1959
61692,61692,Altered,2006,Altered,2006
4349,4349,Catch-22,1970,Catch-22,1970
4350,4350,Forgotten Silver,1996,Forgotten Silver,1996
4356,4356,Gentlemen Prefer Blondes,1953,Gentlemen Prefer Blondes,1953
4357,4357,How to Marry a Millionaire,1953,How to Marry a Millionaire,1953
94469,94469,Red Dog,2011,Red Dog,2011
4361,4361,Tootsie,1982,Tootsie,1982
53519,53519,Death Proof,2007,Death Proof,2007
4372,4372,Crazy/Beautiful,2001,Crazy/Beautiful,2001
4378,4378,Sexy Beast,2000,Sexy Beast,2000
4384,4384,Lumumba,2000,Lumumba,2000
4388,4388,Scary Movie 2,2001,Scary Movie 2,2001
78116,78116,Please Give,2010,Please Give,2010
4393,4393,Another Woman,1988,Another Woman,1988
53550,53550,Rescue Dawn,2006,Rescue Dawn,2006
69934,69934,My Sassy Girl,2008,My Sassy Girl,2008
86320,86320,Melancholia,2011,Melancholia,2011
86332,86332,Thor,2011,Thor,2011
102720,102720,Epic,2013,Epic,2013
4418,4418,Things Are Tough All Over,1982,Things Are Tough All Over,1982
4419,4419,All That Heaven Allows,1955,All That Heaven Allows,1955
4426,4426,Kiss Me Deadly,1955,Kiss Me Deadly,1955
4432,4432,Sweet Smell of Success,1957,Sweet Smell of Success,1957
78174,78174,Sex and the City 2,2010,Sex and the City 2,2010
4447,4447,Legally Blonde,2001,Legally Blonde,2001
94558,94558,Beyond the Black Rainbow,2010,Beyond the Black Rainbow,2010
69988,69988,Humpday,2009,Humpday,2009
119141,119141,The Interview,2014,The Interview,2014
4470,4470,Ariel,1988,Ariel,1988
37240,37240,Why We Fight,2005,Why We Fight,2005
4474,4474,Beaches,1988,Beaches,1988
70015,70015,Polytechnique,2009,Polytechnique,2009
45440,45440,Art School Confidential,2006,Art School Confidential,2006
78207,78207,Brief Interviews with Hideous Men,2009,Brief Interviews with Hideous Men,2009
4482,4482,"Bright Lights, Big City",1988,"Bright Lights, Big City",1988
4488,4488,Colors,1988,Colors,1988
4491,4491,Criminal Law,1988,Criminal Law,1988
4495,4495,Crossing Delancey,1988,Crossing Delancey,1988
4500,4500,Drowning by Numbers,1988,Drowning by Numbers,1988
4502,4502,Ernest Saves Christmas,1988,Ernest Saves Christmas,1988
4508,4508,Gorillas in the Mist,1988,Gorillas in the Mist,1988
4512,4512,Hot to Trot,1988,Hot to Trot,1988
4520,4520,License to Drive,1988,License to Drive,1988
4526,4526,My Stepmother Is an Alien,1988,My Stepmother Is an Alien,1988
4538,4538,Salome's Last Dance,1988,Salome's Last Dance,1988
4544,4544,Short Circuit 2,1988,Short Circuit 2,1988
4545,4545,Short Circuit,1986,Short Circuit,1986
4553,4553,They Live,1988,They Live,1988
4555,4555,Torch Song Trilogy,1988,Torch Song Trilogy,1988
45517,45517,Cars,2006,Cars,2006
4558,4558,Twins,1988,Twins,1988
4561,4561,Waxwork,1988,Waxwork,1988
4565,4565,American Ninja,1985,American Ninja,1985
4572,4572,Black Rain,1989,Black Rain,1989
4575,4575,Breaking In,1989,Breaking In,1989
4578,4578,Chances Are,1989,Chances Are,1989
4583,4583,Disorganized Crime,1989,Disorganized Crime,1989
4591,4591,Erik the Viking,1989,Erik the Viking,1989
4594,4594,Farewell to the King,1989,Farewell to the King,1989
4595,4595,Fat Man and Little Boy,1989,Fat Man and Little Boy,1989
61941,61941,Humboldt County,2008,Humboldt County,2008
102903,102903,Now You See Me,2013,Now You See Me,2013
4605,4605,How to Get Ahead in Advertising,1989,How to Get Ahead in Advertising,1989
4606,4606,Immediate Family,1989,Immediate Family,1989
4607,4607,In Country,1989,In Country,1989
4611,4611,Johnny Handsome,1989,Johnny Handsome,1989
4613,4613,K-9,1989,K-9,1989
4617,4617,Let It Ride,1989,Let It Ride,1989
111113,111113,Neighbors,2014,Neighbors,2014
4620,4620,Lock Up,1989,Lock Up,1989
4621,4621,Look Who's Talking,1989,Look Who's Talking,1989
4625,4625,Millennium,1989,Millennium,1989
4635,4635,Pink Cadillac,1989,Pink Cadillac,1989
4641,4641,Ghost World,2001,Ghost World,2001
4642,4642,Hedwig and the Angry Inch,2000,Hedwig and the Angry Inch,2000
61986,61986,Appaloosa,2008,Appaloosa,2008
61991,61991,Miracle at St. Anna,2008,Miracle at St. Anna,2008
102956,102956,Take Me Home,2011,Take Me Home,2011
4663,4663,She's Out of Control,1989,She's Out of Control,1989
4664,4664,Shirley Valentine,1989,Shirley Valentine,1989
4667,4667,Slaves of New York,1989,Slaves of New York,1989
4675,4675,Three Fugitives,1989,Three Fugitives,1989
4678,4678,UHF,1989,UHF,1989
94799,94799,Sound of My Voice,2011,Sound of My Voice,2011
102991,102991,Berberian Sound Studio,2012,Berberian Sound Studio,2012
4698,4698,Orphans,1997,Orphans,1997
4699,4699,Original Sin,2001,Original Sin,2001
4701,4701,Rush Hour 2,2001,Rush Hour 2,2001
62049,62049,1984,1956,1984,1956
86628,86628,Kill the Irishman,2011,Kill the Irishman,2011
4709,4709,Paint Your Wagon,1969,Paint Your Wagon,1969
4713,4713,Altered States,1980,Altered States,1980
4714,4714,Any Which Way You Can,1980,Any Which Way You Can,1980
4718,4718,American Pie 2,2001,American Pie 2,2001
37495,37495,Survive Style 5+,2004,Survive Style 5+,2004
4734,4734,Jay and Silent Bob Strike Back,2001,Jay and Silent Bob Strike Back,2001
103042,103042,Man of Steel,2013,Man of Steel,2013
4738,4738,Happy Accidents,2000,Happy Accidents,2000
53894,53894,Sicko,2007,Sicko,2007
4744,4744,Jeepers Creepers,2001,Jeepers Creepers,2001
4746,4746,Waking Up in Reno,2002,Waking Up in Reno,2002
4748,4748,3 Ninjas,1992,3 Ninjas,1992
70286,70286,District 9,2009,District 9,2009
4767,4767,Abbott and Costello Meet the Mummy,1955,Abbott and Costello Meet the Mummy,1955
45728,45728,Clerks II,2006,Clerks II,2006
70305,70305,Race to Witch Mountain,2009,Race to Witch Mountain,2009
78499,78499,Toy Story 3,2010,Toy Story 3,2010
168612,168612,Ghost in the Shell,2017,Ghost in the Shell,2017
45732,45732,My Super Ex-Girlfriend,2006,My Super Ex-Girlfriend,2006
4776,4776,Training Day,2001,Training Day,2001
94896,94896,Bernie,2011,Bernie,2011
4787,4787,Little Man Tate,1991,Little Man Tate,1991
4791,4791,Valdez Is Coming,1971,Valdez Is Coming,1971
4792,4792,13 Ghosts,1960,13 Ghosts,1960
4795,4795,Father Goose,1964,Father Goose,1964
4798,4798,Indiscreet,1958,Indiscreet,1958
4799,4799,"It's a Mad, Mad, Mad, Mad World",1963,"It's a Mad, Mad, Mad, Mad World",1963
53953,53953,1408,2007,1408,2007
4804,4804,Pocketful of Miracles,1961,Pocketful of Miracles,1961
4805,4805,Sayonara,1957,Sayonara,1957
4807,4807,Spring Break,1983,Spring Break,1983
70344,70344,Cold Souls,2009,Cold Souls,2009
4809,4809,Silkwood,1983,Silkwood,1983
4816,4816,Zoolander,2001,Zoolander,2001
4817,4817,Born Romantic,2000,Born Romantic,2000
53972,53972,Live Free or Die Hard,2007,Live Free or Die Hard,2007
53974,53974,License to Wed,2007,License to Wed,2007
4830,4830,Brubaker,1980,Brubaker,1980
103141,103141,Monsters University,2013,Monsters University,2013
53996,53996,Transformers,2007,Transformers,2007
78574,78574,Winter's Bone,2010,Winter's Bone,2010
53999,53999,Captivity,2007,Captivity,2007
4848,4848,Mulholland Drive,2001,Mulholland Drive,2001
94959,94959,Moonrise Kingdom,2012,Moonrise Kingdom,2012
54001,54001,Harry Potter and the Order of the Phoenix,2007,Harry Potter and the Order of the Phoenix,2007
4855,4855,Dirty Harry,1971,Dirty Harry,1971
4862,4862,Not Without My Daughter,1991,Not Without My Daughter,1991
4865,4865,From Hell,2001,From Hell,2001
4870,4870,Dancing at the Blue Iguana,2000,Dancing at the Blue Iguana,2000
4872,4872,Intimacy,2000,Intimacy,2000
4873,4873,Waking Life,2001,Waking Life,2001
4874,4874,K-PAX,2001,K-PAX,2001
4877,4877,Better Than Sex,2000,Better Than Sex,2000
4878,4878,Donnie Darko,2001,Donnie Darko,2001
4886,4886,"Monsters, Inc.",2001,"Monsters, Inc.",2001
111384,111384,Blue Ruin,2013,Blue Ruin,2013
4888,4888,Tape,2001,Tape,2001
45852,45852,See No Evil,2006,See No Evil,2006
86815,86815,Soul Surfer,2011,Soul Surfer,2011
86817,86817,Something Borrowed,2011,Something Borrowed,2011
4901,4901,Spy Game,2001,Spy Game,2001
4903,4903,In the Bedroom,2001,In the Bedroom,2001
4912,4912,Funny Girl,1968,Funny Girl,1968
4919,4919,Subway,1985,Subway,1985
103228,103228,Pacific Rim,2013,Pacific Rim,2013
54094,54094,Driving Lessons,2006,Driving Lessons,2006
111443,111443,Chef,2014,Chef,2014
103253,103253,Elysium,2013,Elysium,2013
4950,4950,Lone Wolf McQuade,1983,Lone Wolf McQuade,1983
4952,4952,Morons From Outer Space,1985,Morons From Outer Space,1985
4957,4957,Sudden Impact,1983,Sudden Impact,1983
37729,37729,Corpse Bride,2005,Corpse Bride,2005
86882,86882,Midnight in Paris,2011,Midnight in Paris,2011
4963,4963,Ocean's Eleven,2001,Ocean's Eleven,2001
4968,4968,Piñero,2001,Piñero,2001
54121,54121,Broken Arrow,1950,Broken Arrow,1950
45928,45928,Who Killed the Electric Car?,2006,Who Killed the Electric Car?,2006
4971,4971,Moscow on the Hudson,1984,Moscow on the Hudson,1984
37741,37741,Capote,2005,Capote,2005
4975,4975,Vanilla Sky,2001,Vanilla Sky,2001
95088,95088,Safety Not Guaranteed,2012,Safety Not Guaranteed,2012
4986,4986,Silent Rage,1982,Silent Rage,1982
5000,5000,Medium Cool,1969,Medium Cool,1969
5007,5007,Topkapi,1964,Topkapi,1964
5008,5008,Witness for the Prosecution,1957,Witness for the Prosecution,1957
45969,45969,Career Opportunities,1991,Career Opportunities,1991
5010,5010,Black Hawk Down,2001,Black Hawk Down,2001
5011,5011,Charlotte Gray,2001,Charlotte Gray,2001
103315,103315,Odd Thomas,2013,Odd Thomas,2013
5013,5013,Gosford Park,2001,Gosford Park,2001
5015,5015,Monster's Ball,2001,Monster's Ball,2001
5021,5021,Murder by Death,1976,Murder by Death,1976
103335,103335,Despicable Me 2,2013,Despicable Me 2,2013
5042,5042,Forbidden Zone,1980,Forbidden Zone,1980
5045,5045,Galaxina,1980,Galaxina,1980
78774,78774,Solitary Man,2009,Solitary Man,2009
5048,5048,Snow Dogs,2002,Snow Dogs,2002
5053,5053,Blankman,1994,Blankman,1994
5059,5059,Little Dieter Needs to Fly,1997,Little Dieter Needs to Fly,1997
95175,95175,Front of the Class,2008,Front of the Class,2008
5072,5072,Metropolis,2001,Metropolis,2001
5074,5074,Storytelling,2001,Storytelling,2001
5077,5077,Cousins,1989,Cousins,1989
5078,5078,Falling in Love,1984,Falling in Love,1984
5092,5092,Big Fat Liar,2002,Big Fat Liar,2002
5102,5102,Rookie of the Year,1993,Rookie of the Year,1993
46062,46062,High School Musical,2006,High School Musical,2006
5105,5105,Don't Look Now,1973,Don't Look Now,1973
78836,78836,Enter the Void,2009,Enter the Void,2009
5110,5110,Super Troopers,2001,Super Troopers,2001
5116,5116,Designing Woman,1957,Designing Woman,1957
54281,54281,Charlie Bartlett,2007,Charlie Bartlett,2007
5134,5134,Mean Machine,2001,Mean Machine,2001
5135,5135,Monsoon Wedding,2001,Monsoon Wedding,2001
5152,5152,We Were Soldiers,2002,We Were Soldiers,2002
5162,5162,"Jo Jo Dancer, Your Life is Calling",1986,"Jo Jo Dancer, Your Life is Calling",1986
62511,62511,"Synecdoche, New York",2008,"Synecdoche, New York",2008
103474,103474,How to Make Money Selling Drugs,2013,How to Make Money Selling Drugs,2013
103483,103483,V/H/S/2,2013,V/H/S/2,2013
5182,5182,Hawk the Slayer,1980,Hawk the Slayer,1980
95309,95309,Seeking a Friend for the End of the World,2012,Seeking a Friend for the End of the World,2012
95311,95311,Presto,2008,Presto,2008
5213,5213,"Oh, God! Book II",1980,"Oh, God! Book II",1980
5218,5218,Ice Age,2002,Ice Age,2002
5220,5220,Showtime,2002,Showtime,2002
5222,5222,Kissing Jessica Stein,2001,Kissing Jessica Stein,2001
5254,5254,Blade II,2002,Blade II,2002
5256,5256,Stolen Summer,2002,Stolen Summer,2002
5263,5263,Strait-Jacket,1964,Strait-Jacket,1964
111759,111759,Edge of Tomorrow,2014,Edge of Tomorrow,2014
5265,5265,Death to Smoochy,2002,Death to Smoochy,2002
5275,5275,Boxcar Bertha,1972,Boxcar Bertha,1972
5279,5279,Impromptu,1991,Impromptu,1991
5290,5290,First Men in the Moon,1964,First Men in the Moon,1964
5292,5292,Slap Shot,1977,Slap Shot,1977
38061,38061,Kiss Kiss Bang Bang,2005,Kiss Kiss Bang Bang,2005
111795,111795,Million Dollar Arm,2014,Million Dollar Arm,2014
5299,5299,My Big Fat Greek Wedding,2002,My Big Fat Greek Wedding,2002
5301,5301,Bite the Bullet,1975,Bite the Bullet,1975
103606,103606,Stuck in Love,2012,Stuck in Love,2012
5303,5303,Joe Versus the Volcano,1990,Joe Versus the Volcano,1990
5307,5307,Taking Care of Business,1990,Taking Care of Business,1990
5310,5310,Transylvania 6-5000,1985,Transylvania 6-5000,1985
5334,5334,Cadillac Man,1990,Cadillac Man,1990
5345,5345,Triumph of the Spirit,1989,Triumph of the Spirit,1989
5349,5349,Spider-Man,2002,Spider-Man,2002
5358,5358,Mountains of the Moon,1990,Mountains of the Moon,1990
5359,5359,Rambling Rose,1991,Rambling Rose,1991
79091,79091,Despicable Me,2010,Despicable Me,2010
103669,103669,Killing Season,2013,Killing Season,2013
5377,5377,About a Boy,2002,About a Boy,2002
5384,5384,I Want to Live!,1958,I Want to Live!,1958
87304,87304,Beginners,2010,Beginners,2010
5387,5387,Enough,2002,Enough,2002
5388,5388,Insomnia,2002,Insomnia,2002
5396,5396,Let's Make Love,1960,Let's Make Love,1960
