movie_id,ml_id,ml_title,ml_year,redial_title,redial_year,plot,title,imdb_id,tmdb_id
53002,53002,Georgia Rule,2007,Georgia Rule,2007,"Rachel comes to stay with her Grandmother Georgia for the summer leaving some obvious problems behind at home. Her alcoholic mother doesn't even stay the night before rushing back out to California to be with her husband. Rachel shakes up the town, a beautiful girl in the boring Mormon country. Then she reveals her deepest secret to one of her new friends, and her mother comes rushing back to find out if its true. In the midst of this crisis the three woman become closer than ever and start to understand each other more.::alex rose",Georgia Rule,0791304,13159
85774,85774,Senna,2010,Senna,2010,"The story of the monumental life and tragic death of legendary Brazilian motor-racing Champion, Ayrton Senna. Spanning the decade from his arrival in Formula One in the mid 80's, the film follows Senna's struggles both on track against his nemesis, French World Champion Alain Prost, and off it, against the politics which infest the sport. Sublime, spiritual yet, on occasion, ruthless - Senna conquers and transcends Formula One to become a global superstar. Privately, he is humble, almost shy, and fiercely patriotic, donating millions to his native Brasil and contemplating a life beyond motor-racing. Yet he is struck down in his prime on the blackest weekend in the history of the sport, watched live on television by 300 million people. Years on he is revered in Formula One as the greatest motor racing driver of all time - and in Brasil as a Saint.::Anonymous",Senna,1424432,58496
44828,44828,Slither,2006,Slither,2006,"Near the deer hunting season in the small town of Wheelsy, a meteor falls on the woods with an egg of alien worm. Along the night, the local Starla Grant refuses to have sex with her husband Grant Grant and the upset man goes to a bar to have some drinks. He meets his acquaintance Brenda Gutierrez, the younger sister of his former girlfriend, who has a crush on him, and they go to the woods, but Grant does not have sex with her. He sees the weird egg on the grass, and when he touches it, the egg releases a sort of sparrow with an alien parasite that dominates Grant's brain. Along the next days, Grant has an insatiable hunger for meat, and while his hostage body is transforming, he builds a nest of slugs in his cellar. Grant infects Brenda and the slugs attack the human beings in Wheelsy, possessing their bodies. Starla, the local sheriff Bill Pardy and the survival Kylie Strutemyer try to find a way to stop Grant, the leader of a new breed of starving zombies.::Claudio Carvalho, Rio de Janeiro, Brazil",Slither,0439815,9035
85788,85788,Insidious,2010,Insidious,2010,"The teacher Josh Lambert and his wife Renai move with their three children, the boys Dalton and Foster and the baby Cali, to a big house. When Dalton is exploring the attic, he falls from the ladder and hits the head on the floor. On the next morning, Dalton does not wake up and stays in coma, but the doctors are not able to diagnose his problem. Three months later, weird things happen in the house and Renai sees apparitions. She is sure that the house is haunted and convinces Josh to move to another house. Sooner Renai sees ghosts in the new house and Josh does not believe in his wife. But his mother Lorraine tells him that she had also had a vision of a fiend in Dalton's room. They invite the medium and Lorraine's old friend Elise Rainier, who brings her team of ghost hunters Specs and Tucker to investigate the supernatural phenomenon. Elise explains that Dalton is a traveler with the ability of leaving his physical body and travel in astral projection. Now his spiritual body is lost in a place called Further that is not for the living and entities are gathered trying to get inside his empty physical body. Among these entities there is a demon that needs Dalton's body to cause pain to the others. Further, Lorraine discloses that Josh is also a gifted traveler and must seek out Dalton in Further and bring him back.::Claudio Carvalho, Rio de Janeiro, Brazil",Insidious,1591095,49018
3871,3871,Shane,1953,Shane,1953,"A weary gunfighter attempts to settle down with a homestead family, but a smoldering settler/rancher conflict forces him to act.",Shane,0046303,3110
3873,3873,Cat Ballou,1965,Cat Ballou,1965,"A woman seeking revenge for her murdered father hires a famous gunman, but he's very different from what she expects.",Cat Ballou,0059017,11694
3876,3876,Jerry and Tom,1998,Jerry and Tom,1998,"Tom and Jerry are two hit men, they work by day at a third-rate second-hand car dealership. Tom is a veteran and Jerry is a novice in their business...",Jerry and Tom,0120867,76891
3882,3882,Bring It On,2000,Bring It On,2000,A champion high school cheerleading squad discovers its previous captain stole all their best routines from an inner-city school and must scramble to compete at this year's championships.,Bring It On,0204946,1588
102194,102194,Mud,2012,Mud,2012,"14 year-old Ellis (Tye Sheridan) lives on a makeshift houseboat on the banks of a river in Arkansas with his parents, Mary Lee (Sarah Paulson) and Senior (Ray McKinnon). He sneaks out early one morning to meet his best friend, Neckbone (Jacob Lofland). Neckbone, also 14, lives with his uncle, Galen (Michael Shannon), who makes a hardscrabble living diving for oysters. The two boys set out to an island on the Mississippi River, where Neckbone has discovered an unusual sight-a boat, suspended high in the trees, a remnant of an extreme flood some time in the past. They climb the tree and into the boat only to find fresh bread and fresh footprints. Realizing that they are not the only ones who have discovered the treehouse boat, they decide to leave. When they reach the shore, they find the same footprint in their boat. And that's when they meet Mud (Matthew McConaughey). Mud is a gritty, superstitious character; his clothes are dirty, his tooth is cracked, and he needs help. He tells the boys he will give them the treehouse boat, his current hideout, in exchange for food. Neckbone is reluctant, but Ellis brings food to Mud, and they develop a tentative friendship. Ellis learns that Mud has killed a man in Texas, and police and bounty hunters are looking for him, but Mud is more concerned about reuniting with his longtime love, Juniper (Reese Witherspoon). Ellis, who has recently developed his own crush, agrees to help Mud escape with Juniper. Ellis and Neckbone carry out bold schemes in an effort to protect Mud and relay messages to Juniper, who is holed up in a fleabag motel, under constant surveillance by Carver (Paul Sparks), a Texas bounty hunter. Carver and his gang are intent on capturing Mud, on orders from the cold-blooded King (Joe Don Baker). As the boys risk everything to reunite these seeming mythical lovers, Ellis's own ideas about love and romance are challenged by the strains in the relationships closest to him: his parents' marriage is dissolving while he himself falters in his efforts to impress May Pearl (Bonnie Sturdivant). Through it all, Ellis struggles to look for an example of love that he can believe in, learning about the unspoken rules and risks of love and the reality of heartbreak.::Roadside Attractions",Mud,1935179,103731
3893,3893,Nurse Betty,2000,Nurse Betty,2000,Comedy about a widow's post-traumatic obsession with a soap star.,Nurse Betty,0171580,10480
3897,3897,Almost Famous,2000,Almost Famous,2000,A high-school boy is given the chance to write a story for Rolling Stone Magazine about an up-and-coming rock band as he accompanies them on their concert tour.,Almost Famous,0181875,786
3901,3901,Duets,2000,Duets,2000,"A professional karaoke hustler reconnects with his daughter and a bored suburban businessman turns outlaw karaoke singer, among other plotlines.",Duets,0134630,18074
61246,61246,Hamlet 2,2008,Hamlet 2,2008,"Dana Marschz is a failed actor and recovering alcoholic who's moved to Tucson to teach high school drama, where he's plagued by bad reviews, student indifference, budget woes (he and his wife, who is trying to get pregnant, take in a boarder), and his own teaching limitations. Because the other electives are closed, he finds himself with a large class of seeming gang-bangers, and the principal informs him that drama will be cut next trimester. On the advice of a student reviewer, Dana decides to stage his own play, a sequel to ""Hamlet"" in which the prince and Jesus, with the use of a time machine, try to save Gertrude and Ophelia. Can Dana for once pull something off?::<jhailey@hotmail.com>",Hamlet 2,1104733,12621
44864,44864,Friends with Money,2006,Friends with Money,2006,"Four women friends: three are wealthy and married plus there's Olivia, a former teacher who's now a maid. The marriages are in various states of health: Franny and Matt are happy and very rich. Christine and David write screenplays together, are remodeling their house, and argue. Jane is angry all the time and Aaron, who's an attentive husband, strikes everyone as gay. Franny sets up Olivia with a friend of hers, Mike, a personal trainer, and Olivia takes him with her to a couple of housecleaning jobs. A benefit dinner for ALS, an awkward guy named Marty whose place Olivia cleans, and a French maid's outfit figure in the story. Is there more to life than its problems?::<jhailey@hotmail.com>",Friends with Money,0436331,8998
3910,3910,Dancer in the Dark,2000,Dancer in the Dark,2000,"An east European girl goes to America with her young son, expecting it to be like a Hollywood film.",Dancer in the Dark,0168629,16
3911,3911,Best in Show,2000,Best in Show,2000,A colorful array of characters compete at a national dog show.,Best in Show,0218839,13785
3916,3916,Remember the Titans,2000,Remember the Titans,2000,The true story of a newly appointed African-American coach and his high school team on their first season as a racially integrated unit.,Remember the Titans,0210945,10637
3917,3917,Hellraiser,1987,Hellraiser,1987,An unfaithful wife encounters the zombie of her dead lover; the demonic cenobites are pursuing him after he escaped their sadomasochistic underworld.,Hellraiser,0093177,9003
3925,3925,Stranger Than Paradise,1984,Stranger Than Paradise,1984,A self-styled New York hipster is paid a surprise visit by his younger cousin from Budapest. From initial...,Stranger Than Paradise,0088184,469
77665,77665,Marmaduke,2010,Marmaduke,2010,"Marmaduke, the world's most lovable Great Dane, leaps from comic strip fame (appearing in six hundred newspapers in over twenty countries) to big screen stardom in this family comedy event. A suburban family moves to a new neighborhood in Orange County, California with their large, yet lovable Great Dane, who has a tendency to wreak havoc in his own oblivious way. But it's not all living large for the Duke, who finds that fitting in with his new four-legged friends, and a potential romantic interest, isn't always easy for a super-sized teenage dog. Owen Wilson gives the beloved Great Dane his voice in the film, which also features the voices of Fergie, George Lopez, Emma Stone, and Kiefer Sutherland.::jck movies",Marmaduke,1392197,38579
77667,77667,MacGruber,2010,MacGruber,2010,"Former special ops agent, the eccentric MacGruber, was long thought to be dead, following the murder of his wife Casey Janine Fitzpatrick during their wedding ceremony ten years ago. MacGruber did not believe in the use of guns, but rather self-made tools and weapons on the spur of the moment with whatever materials were on hand, and did not believe in working off of plans. However, MacGruber is still very much alive and has dropped out of western society to recover emotionally from Casey's murder, recover which he knows he will never be able to do. Colonel Jim Faith is able to locate MacGruber and coerce him out of retirement as MacGruber's arch enemy, Dieter von Cunth, who is thought to be Casey's murderer, has stolen a nuclear warhead, his intended use of it unknown. The one saving grace at this point is that Cunth does not have the codes to launch it. MacGruber's task is to prevent Cunth from using the warhead, either by eliminating him, recovering the warhead, and/or preventing Cunth from getting the codes. Rather than use his dream team of former associates for this mission, he is relegated to a team of three: himself, his former associate Vicki St. Elmo who he has to convince to return to work rather than focus on her stumbling music career, and Lt. Dixon Piper, more typical of the traditional special op member, he who is Faith's choice but who MacGruber hates. Beyond actions by Cunth to carry out his intended use of the warhead, MacGruber and his team face the obstacles of the differences between MacGruber and Piper, the former who is constantly putting his team at risk in his ""my way or the high way"" attitude. Through it all, MacGruber has to decide if he can love again as his reunion with Vicki brings to the surface their mutual attraction, that love which has always existed on Vicki's side despite being Casey's best friend.::Huggo",MacGruber,1470023,37931
61289,61289,Sukiyaki Western Django,2008,Sukiyaki Western Django,2008,"A revolver-wielding stranger crosses paths with two warring clans who are both on the hunt for a hidden treasure in a remote western town. Knowing his services are valuable to either side, he offers himself to the clan who will offer up the largest share of the wealth.::IMDb Editors",Sukiyaki Western Django,0906665,13637
3948,3948,Meet the Parents,2000,Meet the Parents,2000,"Male nurse Greg Focker meets his girlfriend's parents before proposing, but her suspicious father is every date's worst nightmare.",Meet the Parents,0212338,1597
3949,3949,Requiem for a Dream,2000,Requiem for a Dream,2000,The drug-induced utopias of four Coney Island people are shattered when their addictions run deep.,Requiem for a Dream,0180093,641
3951,3951,Two Family House,2000,Two Family House,2000,A dreamer finds that his wife and friends are binding him to his mediocre existence.,Two Family House,0202641,63956
44911,44911,Magic,1978,Magic,1978,"A disturbed celebrity magician finds himself at the mercy of his murderous dummy, Fats. Seeking refuge from his new found fame, he heads to the isolated mountain retreat run by his high school love, Peggy, in hopes of starting a new life; but finds that Fats has no intentions of letting him off so easy.::anonymous",Magic,0077889,34193
3969,3969,Pay It Forward,2000,Pay It Forward,2000,A young boy attempts to make the world a better place after his teacher gives him that chance.,Pay It Forward,0223897,10647
53123,53123,Once,2006,Once,2006,"A guy and a girl meet on the streets of Dublin while she, a Czech immigrant flower seller, listens to him perform as a guitarist/vocalist street musician. Although it is something totally different which makes them decide to meet again - specifically she learning that he also repairs vacuum cleaners as part of his father's business, she needing her vacuum cleaner fixed - it is their musical interests which bond them together, she a classically trained pianist and vocalist. After hearing her play and sing and having an impromptu jam session working on one of his compositions, they decide to collaborate on some song writing, and in recording some of his/their songs if they can raise the necessary funds for the recording studio time. Through their time together, their shared goals leads to an emotional connection, which is complicated by things happening in their personal lives, those personal issues which are reflected in their songs.::Huggo",Once,0907657,5723
3975,3975,Lucky Numbers,2000,Lucky Numbers,2000,A television weatherman scams a local lottery.,Lucky Numbers,0219952,10783
3976,3976,Stardom,2000,Stardom,2000,A young girl is plucked from small-town obscurity and thrust into the spotlight of the glamorous world of super-models.,Stardom,0192949,47302
3977,3977,Charlie's Angels,2000,Charlie's Angels,2000,"Three women, detectives with a mysterious boss, retrieve stolen voice-ID software, using martial arts, tech skills, and sex appeal.",Charlie's Angels,0160127,4327
61323,61323,Burn After Reading,2008,Burn After Reading,2008,"Rather than accept a demotion due to alcoholism (which he vehemently denies he has, despite it being the truth), mid level CIA analyst Osborne Cox, whose latest assignment was the Balkans desk, decides to quit. With all his free time, he decides he's going to write an explosive memoir of his CIA life to get back at his former employers. He may or may not be aware that his work is not the only problematic issue in his life as his pediatrician wife Katie Cox is having an affair with Harry Pfarrer, a marshal with the US Treasury. Harry and his children's book author wife Sandy Pfarrer are so called friends with Ozzy and Katie, who each individually bitch about the other couple behind their backs. Harry and Katie have stated to each other that they are committed to each other and would be married if it wasn't for their spouses. Little does Katie know that Harry is being unfaithful not only with her but a plethora of other women, most of who he meets on the Internet. In addition, paranoid Harry can't help feel that he's being followed. Meanwhile, the talk among the staff at Hardbodies Gym is Linda Litzke, one of their own. Middle aged Linda is determined to reinvent herself, including having a multitude of cosmetic procedures, all in an effort to make herself feel better about herself and attract a man into her life. Her primary approach to meet men is online dating sites, she in the process being oblivious to the fact that her boss, Ted Treffon, the gym's owner, is in love with her. A further problem for Linda is that the gym's extended health benefits program does not cover what would otherwise be these very expensive cosmetic procedures. The already complicated lives of these two groups of people intersect and become even more complicated when a CD containing what looks to be classified government information is found in the women's change room of the gym. Linda and her best friend at the gym, the slightly dim Chad Feldheimer, one of the trainers, learn that the information ""belongs"" to Ozzy (it being his memoirs). They believe the CD is a good opportunity to earn a little money - for Linda, for her much wanted cosmetic surgeries - if not from Ozzy, than from anyone who will pay for it, including other governments such as the Russians.::Huggo",Burn After Reading,0887883,4944
3980,3980,Men of Honor,2000,Men of Honor,2000,"The story of Carl Brashear, the first African-American, then also the first amputee, U.S. Navy Diver, and the man who trained him.",Men of Honor,0203019,11978
3981,3981,Red Planet,2000,Red Planet,2000,"Astronauts, and their robotic dog AMEE (Autonomous Mapping Evaluation and Evasion), search for solutions to save a dying Earth by searching on Mars, only to have the mission go terribly awry.",Red Planet,0199753,8870
3982,3982,What's Cooking?,2000,What's Cooking?,2000,"In LA's Fairfax district, where ethnic groups abound, four households celebrate Thanksgiving amidst family tensions. In the Nguyen family, the children's acculturation and immigrant parents' fears collide. In the Avila family, Isabel's son has invited her estranged husband to their family dinner. Audrey and Ron Williams want to keep their own family's ruptures secret from Ron's visiting mother. In the Seelig household, Herb and Ruth are unwilling to discuss openly their grown daughter's living with her lover, Carla. Around each table, things come to a head. A gun, an affair, a boyfriend, and a pregnancy precipitate crises forcing each family to find its center.",What's Cooking?,0197096,77434
3991,3991,102 Dalmatians,2000,102 Dalmatians,2000,Cruella DeVil gets out of prison and goes after them darned puppies once more.,102 Dalmatians,0211181,10481
3994,3994,Unbreakable,2000,Unbreakable,2000,A man learns something extraordinary about himself after a devastating accident.,Unbreakable,0217869,9741
4003,4003,She's Having a Baby,1988,She's Having a Baby,1988,Young newlyweds find out just how unprepared they are for their future together.,She's Having a Baby,0096094,12714
110503,110503,Metro Manila,2013,Metro Manila,2013,"Seeking a brighter future in megacity Manila, Oscar Ramirez and his family flee their impoverished life in the rice fields of the northern Philippines. But the sweltering capital's bustling intensity quickly overwhelms them, and they fall prey to the rampant manipulations of its hardened locals. Oscar Ramirez catches a lucky break when he's offered steady work for an armored truck company and gregarious senior officer Ong takes him under his wing. Soon, though, the reality of his work's mortality rate and the murky motives of his new partner force Oscar to confront the perils he faces in his new job and life. The movie portrays how far a man can go for his family.",Metro Manila,1845838,158091
4008,4008,Born on the Fourth of July,1989,Born on the Fourth of July,1989,"The biography of Ron Kovic. Paralyzed in the Vietnam war, he becomes an anti-war and pro-human rights political activist after feeling betrayed by the country he fought for.",Born on the Fourth of July,0096969,2604
61352,61352,Traitor,2008,Traitor,2008,"A firm believer in the Holy Quran, Samir Horn, American citizen and former soldier, lives a middle-classed lifestyle along with his girlfriend, Chandra Dawkin. He is actively involved in selling explosives to Jihadis. While in a Yemeni prison, Samir is attacked, and another inmate, Omar, comes to his aid. Both men become close friends, subsequently escape from prison, re-locate to France and elude authorities for some time. Both men re-enter the U.S., meet with Fareed Mansour and Nathir, and together they plan to place bombs in 50 Greyhound buses (one for each State). Using modern sophisticated methods - the foursome recruit 50 volunteers to carry out this gruesome task, quite confident that they will not be stopped in time by the U.S. authorities.::rAjOo (gunwanti@hotmail.com)",Traitor,0988047,13291
4009,4009,Talk Radio,1988,Talk Radio,1988,"A rude, contemptuous talk show host becomes overwhelmed by the hatred that surrounds his program just before it goes national.",Talk Radio,0096219,10132
118700,118700,Selma,2014,Selma,2014,"In 1964, Dr. Martin Luther King Jr. of the Southern Christian Leadership Conference (SCLC) accepts his Nobel Peace Prize. Four black girls walking down stairs in the Birmingham, Alabama 16th Street Baptist Church are killed by a bomb set by the Ku Klux Klan. Annie Lee Cooper attempts to register to vote in Selma, Alabama but is prevented by the white registrar. King meets with Lyndon B. Johnson and asks for federal legislation to allow black citizens to register to vote unencumbered, but the president responds that, although he understands Dr. King's concerns, he has more important projects. King travels to Selma with Ralph Abernathy, Andrew Young, James Orange, and Diane Nash. James Bevel greets them, and other SCLC activists appear. FBI director J. Edgar Hoover tells Johnson that King is a problem, and suggests they disrupt his marriage. Coretta Scott King has concerns about her husband's upcoming work in Selma. King calls singer Mahalia Jackson to inspire him with a song. King, other SCLC leaders, and black Selma residents march to the registration office to register. After a confrontation in front of the courthouse, a shoving match occurs as the police go into the crowd. Cooper fights back, knocking Sheriff Jim Clark to the ground, leading to the arrest of Cooper, King, and others..",Selma,1020072,273895
44974,44974,Hard Candy,2005,Hard Candy,2005,"After having online chat room chats for three weeks, ""Thonggrrrl14"" convinces ""Lensman319"" to meet in person in a public place, they being up front that they are a fourteen year old girl and thirty-two year old man respectively. They are indeed precocious fourteen year old Hayley Stark and thirty-two year old photographer Jeff Kohlver. Their interactions, including their meeting, are laced with indirect sexual innuendo, most specifically on Hayley's part, although Jeff is clear also in an indirect manner that he does not have sex with minors. Regardless, Hayley is further able to convince Jeff to continue their face-to-face at his place. There, both Hayley and Jeff's true intentions come to light, their meeting which was no accident on either side, and the intentions which may be incompatible and have serious and deadly consequences.::Huggo",Hard Candy,0424136,2652
4015,4015,"Dude, Where's My Car?",2000,"Dude, Where's My Car?",2000,Two potheads wake up after a night of partying and cannot remember where they parked their car.,"Dude, Where's My Car?",0242423,8859
4017,4017,Pollock,2000,Pollock,2000,"A film about the life and career of the American painter, Jackson Pollock.",Pollock,0183659,12509
4019,4019,Finding Forrester,2000,Finding Forrester,2000,A young writing prodigy finds a mentor in a reclusive author.,Finding Forrester,0181536,711
4021,4021,Before Night Falls,2000,Before Night Falls,2000,The life of Cuban poet and novelist .,Before Night Falls,0247196,5001
4022,4022,Cast Away,2000,Cast Away,2000,A FedEx executive must transform himself physically and emotionally to survive a crash landing on a deserted island.,Cast Away,0162222,8358
4025,4025,Miss Congeniality,2000,Miss Congeniality,2000,An FBI agent must go undercover in the Miss United States beauty pageant to prevent a group from bombing the event.,Miss Congeniality,0212346,1493
4027,4027,"O Brother, Where Art Thou?",2000,"O Brother, Where Art Thou?",2000,"In the deep south during the 1930s, three escaped convicts search for hidden treasure while a relentless lawman pursues them.","O Brother, Where Art Thou?",0190590,134
4029,4029,State and Main,2000,State and Main,2000,A movie crew invades a small town whose residents are all too ready to give up their values for showbiz glitz.,State and Main,0120202,21991
4033,4033,Thirteen Days,2000,Thirteen Days,2000,A dramatization and a fictionalized account of the Kennedy administration's struggle to contain the Cuban Missile Crisis in October 1962.,Thirteen Days,0146309,11973
4034,4034,Traffic,2000,Traffic,2000,"A conservative judge is appointed by the President to spearhead America's escalating war against drugs, only to discover that his teenage daughter is a crack addict. Two DEA agents protect an informant. A jailed drug baron's wife attempts to carry on the family business.",Traffic,0181865,1900
4036,4036,Shadow of the Vampire,2000,Shadow of the Vampire,2000,The filming of  (1922) is hampered by the fact that its star  is taking the role of a vampire far more seriously than seems humanly possible.,Shadow of the Vampire,0189998,10873
94150,94150,Hysteria,2011,Hysteria,2011,"In 1880 pioneering doctor Mortimer Granville,sacked from various hospitals for challenging his superiors' out-moded methods,gets a job with Dr Dalrymple,who relieves female patients' frustrations - or hysteria - with pelvic massages which allow orgasm. The handsome young doctor attracts a large female clientele and gets engaged to Dalrymple's studious younger daughter Emily but after the constant massaging brings on a carpal injury he is sacked. Fortunately an enterprising inventor friend has come up with a power operated feather duster which will soon be transformed into a vibrator and make Mortimer a fortune. Along the way he also realises that his heart really lies with Emily's older sister Charlotte,an outspoken suffragette who runs a home for disadvantaged women in London's East End.::don @ minifie-1",Hysteria,1435513,75802
4040,4040,Don't Tell Mom the Babysitter's Dead,1991,Don't Tell Mom the Babysitter's Dead,1991,Five siblings are left alone all summer when their mom leaves town and the evil babysitter bites the dust.,Don't Tell Mom the Babysitter's Dead,0101757,15413
126921,126921,The Fox and the Hound 2,2006,The Fox and the Hound 2,2006,"In this cheap, unnecessary sequel of the original Fox and the Hound, Tod and Copper are drawn toward a local carnival. Among these attractions is a group of singing dogs, who hope one day make it to the Grand Ol' Opry. Along the way, Tod and Coppers' friendship is starting to get questioned because they're spending so much time away from each other. Hopefully, they'll make amends before going through this phase a second time.","Fox and the Hound 2, The",0465997,9948
4043,4043,At Close Range,1986,At Close Range,1986,"In 1978 Pennsylvania, an absentee father is reacquainted with his estranged teenage sons who become intrigued with his romanticized life of crime.",At Close Range,0090670,13715
4045,4045,Breakheart Pass,1975,Breakheart Pass,1975,"John Deakin is being transported, as a prisoner, on a train with supplies and medicine to Fort Humboldt, Nevada.",Breakheart Pass,0072735,8043
4047,4047,Gettysburg,1993,Gettysburg,1993,"In 1863, the Northern and Southern forces fight at Gettysburg in the decisive battle of the American Civil War.",Gettysburg,0107007,10655
69604,69604,Whatever Works,2009,Whatever Works,2009,"Sexagenarian Boris Yelnikoff is an academic genius, a former Columbia University professor in quantum mechanics. He also has total contempt for the human race, he believing the species in general comprised of self-serving morons, himself included, although he being able to see the big picture better than most. As such, he had tried to commit suicide in the past, that failed attempt which has now left him with a limp. He believes that life is a series of chances, and whatever happens, happens. Such was the problem with marriage to his college sweetheart Jessica, where they were perfect for each other on paper, but not in real life. Boris has largely retreated from the world, he having a small, close knit group of friends with whom he can kvetch, while he teaches chess, primarily to adolescents, again a task for which he has total contempt. Into his life comes Melody St. Ann Celestine, a twenty-one year old runaway from Eden, Mississippi. Melody is uneducated and simpleminded, the product of Christian fundamentalist parents, Marietta and John Celestine. It is that stifling family life from which she is running. Individually, Marietta and John eventually come looking for their daughter and peripherally through Melody also enter Boris' life. While Boris and New York do have some influence on Melody, Marietta and John, Melody in particular may have some influence on Boris, bringing him an inch closer to rejoining the human race.::Huggo",Whatever Works,1178663,19265
69606,69606,Ghosts of Girlfriends Past,2009,Ghosts of Girlfriends Past,2009,"Connor Mead, a successful fashion photographer and a Lothario keen on casual sex, goes to his younger brother's wedding to convince him not to marry. He arrives at his dead uncle's estate during the rehearsal the night before the wedding; he starts in, taking his brother aside, trashing marriage. Later in the men's room, his uncle, who taught Connor all he knows about women, appears to him, confesses to have been wrong, and tells Connor that three ghosts will visit him that night: the ghosts of girlfriends past, present, and future. Connor has already set the breakup in motion. Can he learn anything from his life and fix what he's broken?::<jhailey@hotmail.com>",Ghosts of Girlfriends Past,0821640,12556
4083,4083,Best Seller,1987,Best Seller,1987,"Hit man Cleve approaches writer/cop Dennis about a story for his next book: How Cleve made a living, working for one of the most powerful politicians in the country. To get the story right, they travel around the country to gather statements and evidence, while strong forces use any means they can to keep the story untold.",Best Seller,0092641,4639
4084,4084,Beverly Hills Cop II,1987,Beverly Hills Cop II,1987,"Axel Foley returns to Beverly Hills to help Taggart and Rosewood investigate Chief Bogomil's near-fatal shooting and the series of ""alphabet crimes"" associated with it.",Beverly Hills Cop II,0092644,96
4085,4085,Beverly Hills Cop,1984,Beverly Hills Cop,1984,A freewheeling Detroit cop pursuing a murder investigation finds himself dealing with the very different culture of Beverly Hills.,Beverly Hills Cop,0086960,90
110586,110586,Calvary,2014,Calvary,2014,"In a Sunday morning in a small town in Ireland, a parishioner confesses to Father James the sexual abuse he was submitted by a priest when he was a child. He says that he will kill James, who is a good priest, at the beach on the next Sunday instead of a bad priest to disturb the Church. During the week, Father James has to deal with his troubled and estranged daughter Fiona Lavelle who tried to commit suicide; with the disturbed butcher Jack Brennan who hit his unfaithful wife Veronica; with her aggressive lover Simon; with an old writer who needs attention; with the cynical and atheist Dr. Frank Harte; with the problematic and spiritually empty millionaire Michael Fitzgerald who wants to donate money to the church. Meanwhile his church is burnt to the ground and Father James gets a gun from the local chief of police; then he decides to travel to Dublin. What will be Father James's final decision?::Claudio Carvalho, Rio de Janeiro, Brazil",Calvary,2234003,157832
4091,4091,Can't Buy Me Love,1987,Can't Buy Me Love,1987,A nerdy outcast secretly pays the most popular girl in school one thousand dollars to be his girlfriend.,Can't Buy Me Love,0092718,12919
4092,4092,Cherry 2000,1987,Cherry 2000,1987,"In 2017, a successful businessman travels to the ends of the earth to find that the perfect woman is always under his nose. He hires a sexy renegade tracker to find an exact duplicate of his android wife.",Cherry 2000,0092746,15785
77820,77820,Furry Vengeance,2010,Furry Vengeance,2010,"Dan Sanders is land developer whose boss treats him like dirt. He made Dan move his family to Oregon to oversee a project. His son resents him for making him move there. But when his son meets a girl named Amber, he sees a ray of sunshine but she doesn't approve of what his father is doing. When Dan does something to one of the forest animals, the animals led by a raccoon decide to get back at him. And when Dan tells everyone what's happening to him they don't believe him. But his son does some research and learns that this is not first time this has happened to someone who encroaches on their territory. But Dan decides to ignore it.::rcs0411@yahoo.com",Furry Vengeance,0492389,35169
4095,4095,Cry Freedom,1987,Cry Freedom,1987,"South African journalist Donald Woods is forced to flee the country, after attempting to investigate the death in custody of his friend, the black activist Steve Biko.",Cry Freedom,0092804,12506
4103,4103,Empire of the Sun,1987,Empire of the Sun,1987,A young English boy struggles to survive under Japanese occupation during World War II.,Empire of the Sun,0092965,10110
4104,4104,Ernest Goes to Camp,1987,Ernest Goes to Camp,1987,"Ernest, a lovable loser who works as a summer camp handyman and dreams of becoming a guidance councilor, must find a way to inspire a group of juvenile delinquents as well as stop a shady strip mining company from closing the camp.",Ernest Goes to Camp,0092974,18935
4108,4108,Five Corners,1987,Five Corners,1987,"A psychotic young man returns to his old neighborhood after release from prison. He seeks out the woman he previously tried to rape and the man who protected her, with twisted ideas of love for her and hate for him.",Five Corners,0093029,71881
86028,86028,Henry's Crime,2010,Henry's Crime,2010,"Released from prison for a crime he didn't commit, an ex-con targets the same bank he was sent away for robbing.::Anonymous",Henry's Crime,1220888,53172
4115,4115,Hiding Out,1987,Hiding Out,1987,A stockbroker on the run from the mob decides to hide out from them by enrolling as a student in high school.,Hiding Out,0093186,26156
4117,4117,Hope and Glory,1987,Hope and Glory,1987,A semi-autobiographical project by  about a nine year old boy called Bill as he grows up in London during the blitz of World War 2...,Hope and Glory,0093209,32054
77846,77846,12 Angry Men,1997,12 Angry Men,1997,"In a remake of the 1950s classic, bias and group-think influence the deliberations of a dozen jury members. Initially, one of the jurors is the only roadblock between the panel and unanimous conviction of the Latino alleged murderer they've been called to judge. But the all-male jury's negotiations prove fluid, and as the hours pass, more and more of the dissenter's peers come over to his side. Before long, the trial of an oppressed youth becomes a meditation on social justice.::Jwelch5742",12 Angry Men,0118528,12219
4121,4121,Innerspace,1987,Innerspace,1987,"A hapless store clerk must foil criminals to save the life of the man who, miniaturized in a secret experiment, was accidentally injected into him.",Innerspace,0093260,2614
4122,4122,Ironweed,1987,Ironweed,1987,"An alcoholic drifter spends Halloween in his home town of Albany, New York after returning there for the first time in decades.",Ironweed,0093277,40962
